candidate_id,family,name,thesis,primary_role,market_scope,data_required,source_class,source_signal_class,mapping_status,discovery_status,validation_status,lockbox_status,prospective_status,live_decision_weight,capital_permission,claim_ceiling,notes
OAP_PREDICTOR_CBOPERPROF,open_source_cross_sectional_asset_pricing,Cash-based operating profitability,"Revenue (revt) minus cost (cogs) - (administrative expenses (xsga) - R&D expenses (xrd))  minus annual change in receivables (rect), annual change in investment (invt) and annual change in prepaid expenses, plus annual change in current deferred revenue (drc), long-term deferred revenue (drlt), accounts payable (ap) and accrued expenses (xacc), all divided by total assets (at) in year t. Replace all variables in the numerator with 0 if they are missing. Exclude if share code is greater 11, market value of equity, BM or total assets are missing, or if SIC code between 6000 and 6999.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,This is operating prof with working cap and R&D adjustments.
OAP_PREDICTOR_CF,open_source_cross_sectional_asset_pricing,Cash flow to market,Net income (ib) plus depreciation (dp) divided by market equity. Exclude NASDAQ stocks.,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_CFP,open_source_cross_sectional_asset_pricing,Operating Cash flows to price,"Operating cash-flow (oancf) divided by market value of equity. If operating cash-flow is missing, replace by difference betwee net income (ib) and level of accruals, where the latter is the annual change in current assets (act) minus the annual change in cash and short-term investments (che), minus the annual change in current liabilities (lct) plus the annual change in debt in current liabilities (dlc) plus the annual change in payable income taxes (txp) plus depreciation (dp).",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_CHANGEINRECOMMENDATION,open_source_cross_sectional_asset_pricing,Change in recommendation,"keep last ireccd each month, then average across analysts for each firm-month.  Define opscore as 6-ireccd.  Signal is opscore - last month's opscore.",information_flow_or_positioning,US_equities_cross_section,Analyst,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"OP sample is 1985-1998 using Zack's, but our IBES recommendations only begins in 1993.  OP is binary, but we follow MP.  Even though sample is super short for us, it seems to work, and is even mostly monotonic."
OAP_PREDICTOR_CHASSETTURNOVER,open_source_cross_sectional_asset_pricing,Change in Asset Turnover,Annual change in AssetTurnover (defined above). Exclude if price less than 5.,execution_or_flow,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Tab 7 Delta ATO, t-stat 2.5 with controls, no sorts."
OAP_PREDICTOR_CHEQ,open_source_cross_sectional_asset_pricing,Growth in book equity,Ratio of book equity (ceq) to book equity in the previous year. Include only if book equity is positive this year and last year.,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4, panel A, take difference between High and low SUSG returns, tstat is reported. Paper also offers alphas and FM regressions."
OAP_PREDICTOR_CHFORECASTACCRUAL,open_source_cross_sectional_asset_pricing,Change in Forecast and Accrual,"Within upper half of Accruals distribution, equal to 1 if mean earnings estimate increased relative to the previous month. 0 if it decreased.",value_capture,US_equities_cross_section,Analyst,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Closest is Tab 3B.  OP basically does a double sort on accruals and revisions. p-val < 0.001, but no t-stat.  Our t-stat is enormous, suggesting the p-value is much less than 0.001."
OAP_PREDICTOR_CHINV,open_source_cross_sectional_asset_pricing,Inventory Growth,12 month change in inventory (invt) divided by average total assets.,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,Table 1 \Delta Invent row has decile hedge size adjusted returns. T-stats are missing though. Main results use panel regression coefficient and stars.
OAP_PREDICTOR_CHINVIA,open_source_cross_sectional_asset_pricing,Change in capital inv (ind adj),"Growth in capital expenditure (capx) minus average growth in capital expenditure in the same industry (two-digit SIC). If capx is missing, capital expenditure is defined as the annual change in property, plant and equipment (ppent). Capital expenditure growth is defined as the percentage growth of capx today relative to the average capx over the previous two years (.5*(capx$_{t-1}$ + capx$_{t-2}$), or as percentage growth relative to the previous year only if t-2 is missing.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_CHNANALYST,open_source_cross_sectional_asset_pricing,Decline in Analyst Coverage,"Using IBES forecasts, keep if fpi = 1, fpedats not missing, and fpedats > statpers + 30.  Binary variable equal to 1 if the number of analysts (numest) for next quarter's EPS estimate decreased relative to three months ago, and 0 if it increased.  Keep if in bottom two size quintiles among all firms to match OP's table.",value_capture,US_equities_cross_section,Analyst,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Tab 2 says t=0.3 for all stocks, but t>3 for size quintiles 1-2"
OAP_PREDICTOR_CHNNCOA,open_source_cross_sectional_asset_pricing,Change in Net Noncurrent Op Assets,Twelve-month change in noncurrent operating assets. Noncurrent operating assets is ( (at - act - ivao) - (lt - dlc - dltt) )/at.,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Tab 7 Delta NCO, highly significant with controls,"
OAP_PREDICTOR_CHNWC,open_source_cross_sectional_asset_pricing,Change in Net Working Capital,Twelve-month change in net working capital. Net working capital is ( (act - che) - (lct - dlc) )/at,value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Very strong in multivariate regression (t-stat of above 4.6 in both specifications), no sorts. Main results (Table 7) use annual fama macbeth."
OAP_PREDICTOR_CHTAX,open_source_cross_sectional_asset_pricing,Change in Taxes,"4-quarter change in quarterly total taxes (txtq), scaled by lagged total assets (at).",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_CITATIONSRD,open_source_cross_sectional_asset_pricing,Citations to RD expenses,"Drop obs before 1975.  Set expenses for research and development (xrd) and number of citations (ncit)  to 0 if missing. Calculate Citations to RD as sum of citations over previous 5 years divided by sum of xrd over years $t-3, \ldots, \t-7$.  Drop if denominator = 0,  2 years or less in Compustat, sic in 6000s, ceq < 0.  Double independent sort using (a) size NYSE median (b) terciles of Citations to RD.  Long if in small size, highest tercile of Citations to RD, short if in small size, smallest tercile.",value_capture,US_equities_cross_section,Other,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 9 does ff3 style VW to adjust for size.  Table 8 shows that predictability weak in large firms, so we just focus on small firms and VW to keep this spreadsheet manageable."
OAP_PREDICTOR_COMPEQUISS,open_source_cross_sectional_asset_pricing,Composite equity issuance,5 year growth rate of market value of equity minus 5 year stock return.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_COMPOSITEDEBTISSUANCE,open_source_cross_sectional_asset_pricing,Composite debt issuance,Log of long-term debt (dltt) plus debt in current liabilties (dlc) minus log of the same variable 5 years ago.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 5B. Uses decile sorts, but then longs top 3 and shorts bottom 3 portfolios.  Table 3 offers hedge return alphas for IPOs and debt issue indicators too."
OAP_PREDICTOR_CONVDEBT,open_source_cross_sectional_asset_pricing,Convertible debt indicator,Binary variable equal to 1 if deferred charges (dc) greater than 0 or common shares reserved for convertible debt (cshrc) greater than 0.,cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4, DCONV has FM regression results for dummy.  Dummy has opposite sign of covertible proportion, both are significant.  Table 5C has port sort for proprotion, and returns are nonmonotonic and LS t=1.7.  We focus on the dummy but it's a judgement call."
OAP_PREDICTOR_COSKEWACX,open_source_cross_sectional_asset_pricing,Coskewness using daily returns,"Signal is the sample counterpart of $E[\tilde{r}_{it} \tilde{r}_{mt}^2]/( SD[\tilde{r}_{it} ] SD[\tilde{r}_{mt}]^2$ where $\tilde{r}_{it}$ is the de-meaned stock return and $\tilde{r}_{mt}$ is the de-meaned market excess return.  Signal is computed using the past year of daily data, and using the NYSE CRSP VW index for the market (dsia), with returns continuously compounded.  See code for details.",vulnerability_or_range,US_equities_cross_section,Price,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Used primarily as a control variable in the paper, but this paper has details on the signal construction that are not found in Harvey and Siddique.  ACX simply use de-meaned stock returns rather than CAPM residual.  Also uses daily data, and equal weighting."
OAP_PREDICTOR_CPVOLSPREAD,open_source_cross_sectional_asset_pricing,Call minus Put Vol,ATM Call vol minus ATM put vol,vulnerability_or_range,US_equities_cross_section,Options,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,OP says NYSE only but we find all stocks gets closer to their numbers
OAP_PREDICTOR_DVOLCALL,open_source_cross_sectional_asset_pricing,Change in call vol,"Using OptionM vol surface, 30 day mat, delta = 0.5, find first diff of implied vol",execution_or_flow,US_equities_cross_section,Options,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_DVOLPUT,open_source_cross_sectional_asset_pricing,Change in put vol,"Using OptionM vol surface, 30 day mat, delta = 0.5, find first diff of implied vol",execution_or_flow,US_equities_cross_section,Options,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_DCPVOLSPREAD,open_source_cross_sectional_asset_pricing,Change in put vol minus change in call vol,Take difference of dVolCall and dVolPut,execution_or_flow,US_equities_cross_section,Options,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
OAP_PREDICTOR_CREDRATDG,open_source_cross_sectional_asset_pricing,Credit Rating Downgrade,"A downgrade happens if credit rating (splticrm) decreased by at least one notch relative to the previous month.  CredRatDG = 1 if a downgrade happened over the past 3 months.  OP studies Moody's ratings changes between 1970 and 1997, but our data doesn't begin in earnest until 1986, and our sample definitions apply to returns, and this predictor implicitly averages over the past 6 months.",information_flow_or_positioning,US_equities_cross_section,Analyst,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Most of the returns are earned in first 3 days of announcement.  OP uses Moody's Default Risk Service data going back to 1970, but our S\&P Credit Ratings data only goes back to 1978"
OAP_PREDICTOR_CUSTOMERMOMENTUM,open_source_cross_sectional_asset_pricing,Customer momentum,Based on firms' principals customers from Compustat Segment data as in Cohen and Frazzini.,direction,US_equities_cross_section,Other,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Tab3A is VW, so we do VW.  3B shows works a bit better EW"
OAP_PREDICTOR_DELBREADTH,open_source_cross_sectional_asset_pricing,Breadth of ownership,Quarterly change in the number of institutional owners (numinstowners) from 13F data. Exclude if in the lowest quintile of stocks by market value of equity (based on NYSE stocks only).,information_flow_or_positioning,US_equities_cross_section,13F,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 4 (chose the cumluative annual return, but they report 1,2,3 and 4 quarters),"
OAP_PREDICTOR_DELCOA,open_source_cross_sectional_asset_pricing,Change in current operating assets,"Difference in current operating assets (total current assets (act) minus cash and short-term investments (che)) between years t-1 and t, scaled by average total assets (at) in years t-1 and t.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 8, but FMB only.  Most results are about accounting rate of return (Table 5-7)."
OAP_PREDICTOR_DELCOL,open_source_cross_sectional_asset_pricing,Change in current operating liabilities,"Difference in current operating liabilities (total current liabilities (lct) minus debt in current liabilities (dlc)) between years t-1 and t, scaled by average total assets (at) in years t-1 and t.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 8, but FMB only.  Most results are about accounting rate of return (Table 5-7)."
OAP_PREDICTOR_DELEQU,open_source_cross_sectional_asset_pricing,Change in equity to assets,"Difference in book equity (ceq) between years t-1 and t, scaled by average total assets (at) in years t-1 and t.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,Delta Equity in OP.
OAP_PREDICTOR_DELFINL,open_source_cross_sectional_asset_pricing,Change in financial liabilities,"Difference in financial liabilities (sum of long-term debt (dltt), current liabilitites (dlc) and preferred stock (pstk)) between years t-1 and t, scaled by average total assets (at) in years t-1 and t.",cross_sectional_selection,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 8, but FMB only.  Most results are about accounting rate of return (Table 5-7)."
OAP_PREDICTOR_DELLTI,open_source_cross_sectional_asset_pricing,Change in long-term investment,"Difference in investment and advances (ivao) between years t-1 and t, scaled by average total assets (at) in years t-1 and t.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,"Table 8, but FMB only.  Most results are about accounting rate of return (Table 5-7)."
OAP_PREDICTOR_DELNETFIN,open_source_cross_sectional_asset_pricing,Change in net financial assets,"Compute the sum of short-term investments (ivst) and investments and advances (ivao) minus the sum of long-term debt (dltt), debt in current liabilities (dlc) and preferred stock capital. Divide the difference between the current and one-year lagged sum by total assets (at) averaged over the current and previous fiscal years.",value_capture,US_equities_cross_section,Accounting,OpenSourceAP_SignalDoc_official,PREDICTOR,COMPLETE,IMPORTED_NOT_RETESTED,NOT_STARTED,NOT_OPENED,NOT_STARTED,0.0,BLOCKED,Imported definition; original published evidence is not War Room proof.,
